Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM	Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0003742	tra2	chr2R	-	14602004	14604337	0.893167	12.999781	22.167933	FBgn0003742	tra2	chr2R	-	14602004	14604337	0.937636	17.488401	28.069975
FBgn0263487	scaRNA:PsiU5-44	chr2R	-	14602986	14603124	0.000000	0.000000	0.000000	FBgn0263487	scaRNA:PsiU5-44	chr2R	-	14602986	14603124	0.000000	0.000000	0.000000
FBgn0033945	CG12868	chr2R	-	14604549	14605297	0.107558	1.565475	2.669533	FBgn0033945	CG12868	chr2R	-	14604549	14605297	0.100291	1.551499	2.490253
FBgn0053469	CG33469	chr2R	-	14605652	14606302	0.0	0.0	0.0	FBgn0053469	CG33469	chr2R	-	14605652	14606302	0.000000	0.000000	0.000000
FBgn0053468	CG33468	chr2R	-	14606307	14606980	0.0	0.0	0.0	FBgn0053468	CG33468	chr2R	-	14606307	14606980	0.121911	1.885960	3.027083
FBgn0026427	Su(var)2-HP2	chr2R	-	14607154	14618118	1.293906	18.832415	32.114063	FBgn0026427	Su(var)2-HP2	chr2R	-	14607154	14618118	0.843814	13.053780	20.952129
FBgn0010638	Sec61beta	chr2R	+	14618771	14619681	5.319445	77.422935	132.025803	FBgn0010638	Sec61beta	chr2R	+	14618771	14619681	8.537879	132.080750	211.997849
FBgn0033948	CG12863	chr2R	-	14619798	14621320	0.676076	9.840084	16.779848	FBgn0033948	CG12863	chr2R	-	14619798	14621320	0.467890	7.238245	11.617835
FBgn0083123	Uhg5	chr2R	+	14621601	14624498	0.318069	4.629400	7.894304	FBgn0083123	Uhg5	chr2R	+	14621601	14624498	0.498762	7.715835	12.384396
FBgn0082951	snoRNA:Me18S-C1366	chr2R	+	14621782	14621881	0.000000	0.000000	0.000000	FBgn0082951	snoRNA:Me18S-C1366	chr2R	+	14621782	14621881	0.000000	0.000000	0.000000
FBgn0082940	snoRNA:Me28S-C3227a	chr2R	+	14622088	14622167	0.000000	0.000000	0.000000	FBgn0082940	snoRNA:Me28S-C3227a	chr2R	+	14622088	14622167	0.000000	0.000000	0.000000
FBgn0082939	snoRNA:Me28S-C3227b	chr2R	+	14622330	14622409	0.000000	0.000000	0.000000	FBgn0082939	snoRNA:Me28S-C3227b	chr2R	+	14622330	14622409	0.000000	0.000000	0.000000
FBgn0082926	snoRNA:Me28S-U1848	chr2R	+	14622570	14622649	0.000000	0.000000	0.000000	FBgn0082926	snoRNA:Me28S-U1848	chr2R	+	14622570	14622649	0.000000	0.000000	0.000000
FBgn0082950	snoRNA:Me18S-G1952	chr2R	+	14622802	14622877	0.000000	0.000000	0.000000	FBgn0082950	snoRNA:Me18S-G1952	chr2R	+	14622802	14622877	0.000000	0.000000	0.000000
FBgn0082952	snoRNA:Me18S-A1061	chr2R	+	14623042	14623117	0.000000	0.000000	0.000000	FBgn0082952	snoRNA:Me18S-A1061	chr2R	+	14623042	14623117	0.000000	0.000000	0.000000
FBgn0082941	snoRNA:Me28S-A992	chr2R	+	14623276	14623346	0.000000	0.000000	0.000000	FBgn0082941	snoRNA:Me28S-A992	chr2R	+	14623276	14623346	0.000000	0.000000	0.000000
FBgn0082931	snoRNA:Me28S-G2703a	chr2R	+	14623517	14623607	0.000000	0.000000	0.000000	FBgn0082931	snoRNA:Me28S-G2703a	chr2R	+	14623517	14623607	0.000000	0.000000	0.000000
FBgn0082930	snoRNA:Me28S-G2703b	chr2R	+	14623764	14623850	0.000000	0.000000	0.000000	FBgn0082930	snoRNA:Me28S-G2703b	chr2R	+	14623764	14623850	0.000000	0.000000	0.000000
FBgn0082929	snoRNA:Me28S-G2703c	chr2R	+	14624007	14624091	0.000000	0.000000	0.000000	FBgn0082929	snoRNA:Me28S-G2703c	chr2R	+	14624007	14624091	0.000000	0.000000	0.000000
FBgn0082919	snoRNA:Or-CD4	chr2R	+	14624253	14624330	0.000000	0.000000	0.000000	FBgn0082919	snoRNA:Or-CD4	chr2R	+	14624253	14624330	0.000000	0.000000	0.000000
FBgn0033949	Had2	chr2R	+	14629910	14631023	0.034972	0.509007	0.867987	FBgn0033949	Had2	chr2R	+	14629910	14631023	0.139887	2.164048	3.473432
FBgn0033951	CG10139	chr2R	+	14645270	14646344	1.521611	27.327559	46.600441	FBgn0033951	CG10139	chr2R	+	14645270	14646344	1.085462	20.720387	33.257515
FBgn0033955	CG12866	chr2R	+	14668391	14671675	0.000000	0.000000	0.000000	FBgn0033955	CG12866	chr2R	+	14668391	14671675	0.000000	0.000000	0.000000
FBgn0020269	mspo	chr2R	-	14671396	14713622	0.023635	0.344000	0.586608	FBgn0020269	mspo	chr2R	-	14671396	14713622	0.011498	0.177874	0.285498
FBgn0050479	CG30479	chr2R	-	14674465	14678136	0.000000	0.000000	0.000000	FBgn0050479	CG30479	chr2R	-	14674465	14678136	0.000000	0.000000	0.000000
FBgn0050480	CG30480	chr2R	-	14674606	14678136	0.000000	0.000000	0.000000	FBgn0050480	CG30480	chr2R	-	14674606	14678136	0.000000	0.000000	0.000000
FBgn0263376	CG43428	chr2R	-	14737578	14739242	0.0	0.0	0.0	FBgn0263376	CG43428	chr2R	-	14737578	14739242	0.000000	0.000000	0.000000
FBgn0033958	jef	chr2R	-	14739359	14745335	0.0	0.0	0.0	FBgn0033958	jef	chr2R	-	14739359	14745335	0.000000	0.000000	0.000000
FBgn0010388	Dro	chr2R	+	14745961	14746714	0.245358	3.571113	6.089656	FBgn0010388	Dro	chr2R	+	14745961	14746714	0.098143	1.518270	2.436917
FBgn0012042	AttA	chr2R	+	14747362	14748215	0.139873	2.035810	3.471574	FBgn0012042	AttA	chr2R	+	14747362	14748215	0.210759	3.260436	5.233203
FBgn0041581	AttB	chr2R	+	14749223	14750165	0.337315	4.909520	8.371980	FBgn0041581	AttB	chr2R	+	14749223	14750165	0.105233	1.627952	2.612964
FBgn0028689	Rpn6	chr2R	-	14750166	14752910	4.884319	75.681259	129.055817	FBgn0028689	Rpn6	chr2R	-	14750166	14752910	4.752699	78.272797	125.632729
FBgn0050476	ave	chr2R	+	14752521	14753269	0.974359	14.181505	24.183075	FBgn0050476	ave	chr2R	+	14752521	14753269	0.745421	11.531642	18.509005
FBgn0033960	CG10151	chr2R	-	14753337	14756288	0.014753	0.214726	0.366162	FBgn0033960	CG10151	chr2R	-	14753337	14756288	0.058214	0.900569	1.445469
FBgn0033961	ND-B15	chr2R	+	14756516	14757072	1.763103	25.661438	43.759285	FBgn0033961	ND-B15	chr2R	+	14756516	14757072	1.679245	25.977875	41.696106
FBgn0266723	Trs31	chr2R	-	14757064	14757846	0.606607	8.828985	15.055665	FBgn0266723	Trs31	chr2R	-	14757064	14757846	0.546547	8.455068	13.570910
FBgn0033963	CG12857	chr2R	-	14757907	14759602	0.0	0.0	0.0	FBgn0033963	CG12857	chr2R	-	14757907	14759602	0.000000	0.000000	0.000000
FBgn0020767	Spred	chr2R	-	14759646	14769423	1.667627	24.271814	41.389618	FBgn0020767	Spred	chr2R	-	14759646	14769423	1.430046	22.122772	35.508430
FBgn0259112	asRNA:CR42254	chr2R	-	14769599	14771295	0.070636	1.028086	1.753148	FBgn0259112	asRNA:CR42254	chr2R	-	14769599	14771295	0.347668	10.980911	17.625048
FBgn0015602	BEAF-32	chr2R	+	14770469	14772630	1.097445	27.956657	47.673214	FBgn0015602	BEAF-32	chr2R	+	14770469	14772630	0.917148	22.679321	36.401722
FBgn0016684	NaPi-T	chr2R	-	14842720	14845874	0.013910	0.202456	0.345239	FBgn0016684	NaPi-T	chr2R	-	14842720	14845874	0.082707	1.279475	2.053637
FBgn0033971	CG10209	chr2R	-	14846064	14848366	1.095356	15.942581	27.186155	FBgn0033971	CG10209	chr2R	-	14846064	14848366	1.055336	16.326019	26.204279
FBgn0027783	SMC2	chr2R	-	14848621	14852653	1.850135	26.928164	45.919373	FBgn0027783	SMC2	chr2R	-	14848621	14852653	1.944986	30.088881	48.294529
FBgn0028434	Ercc1	chr2R	+	14852941	14853948	0.388421	5.653352	9.640404	FBgn0028434	Ercc1	chr2R	+	14852941	14853948	0.777895	12.034014	19.315344
FBgn0033972	Ciao1	chr2R	-	14853863	14855048	1.623103	23.623781	40.284557	FBgn0033972	Ciao1	chr2R	-	14853863	14855048	1.177909	18.222219	29.247799
FBgn0033973	HPS1	chr2R	+	14855429	14857502	0.481678	7.010680	11.954993	FBgn0033973	HPS1	chr2R	+	14855429	14857502	0.230955	3.572868	5.734675
FBgn0053506	CG33506	chr2R	-	14857447	14858640	0.574091	8.355723	14.248634	FBgn0053506	CG33506	chr2R	-	14857447	14858640	0.913327	14.129144	22.678156
FBgn0053505	U3-55K	chr2R	-	14858845	14860758	0.830177	12.082979	20.604553	FBgn0053505	U3-55K	chr2R	-	14858845	14860758	0.934911	14.463048	23.214092
FBgn0264962	Pcf11	chr2R	-	14860936	14871071	1.067562	15.538047	26.496325	FBgn0264962	Pcf11	chr2R	-	14860936	14871071	0.867946	23.927809	38.405624
FBgn0013773	Cyp6a22	chr2R	+	14871366	14873705	0.220785	3.213460	5.479767	FBgn0013773	Cyp6a22	chr2R	+	14871366	14873705	0.272055	4.670323	7.496160
FBgn0015714	Cyp6a17	chr2R	+	14873953	14875739	3.415460	51.531624	87.874527	FBgn0015714	Cyp6a17	chr2R	+	14873953	14875739	2.649102	40.981537	65.777916
FBgn0033978	Cyp6a23	chr2R	+	14875829	14877654	0.568143	8.269153	14.101008	FBgn0033978	Cyp6a23	chr2R	+	14875829	14877654	0.607041	9.390908	15.072992
FBgn0033979	Cyp6a19	chr2R	+	14877786	14879752	0.070570	1.027125	1.751510	FBgn0033979	Cyp6a19	chr2R	+	14877786	14879752	0.000000	0.000000	0.000000
FBgn0013771	Cyp6a9	chr2R	-	14879356	14881372	0.263747	3.838759	6.546061	FBgn0013771	Cyp6a9	chr2R	-	14879356	14881372	0.084267	1.303608	2.092372
FBgn0033980	Cyp6a20	chr2R	+	14882118	14884046	1.197113	17.423624	29.711712	FBgn0033980	Cyp6a20	chr2R	+	14882118	14884046	2.122710	32.838264	52.707462
FBgn0033981	Cyp6a21	chr2R	-	14885264	14886947	0.022685	0.330173	0.563030	FBgn0033981	Cyp6a21	chr2R	-	14885264	14886947	0.011343	0.175476	0.281650
FBgn0013772	Cyp6a8	chr2R	-	14887171	14889010	0.0	0.0	0.0	FBgn0013772	Cyp6a8	chr2R	-	14887171	14889010	0.041550	0.642777	1.031698
FBgn0033982	Cyp317a1	chr2R	+	14898312	14903095	0.135582	3.051728	5.203973	FBgn0033982	Cyp317a1	chr2R	+	14898312	14903095	0.132543	2.579649	4.140497
FBgn0027596	Kank	chr2R	-	14901475	14928425	0.637749	9.282247	15.828592	FBgn0027596	Kank	chr2R	-	14901475	14928425	0.242179	3.746503	6.013370
FBgn0033983	ADPS	chr2R	-	14929703	14934861	0.026075	0.379514	0.647168	FBgn0033983	ADPS	chr2R	-	14929703	14934861	0.000000	0.000000	0.000000
FBgn0040747	CG12853	chr2R	+	14933515	14933913	0.000000	0.000000	0.000000	FBgn0040747	CG12853	chr2R	+	14933515	14933913	0.000000	0.000000	0.000000
FBgn0033984	Lap1	chr2R	+	14935660	14940722	0.574935	8.368009	14.269583	FBgn0033984	Lap1	chr2R	+	14935660	14940722	0.700912	10.843089	17.403835
FBgn0033985	CG10257	chr2R	+	14942398	14944469	0.000000	0.000000	0.000000	FBgn0033985	CG10257	chr2R	+	14942398	14944469	0.000000	0.000000	0.000000
FBgn0261854	aPKC	chr2R	-	14944458	14962969	0.402360	5.856230	9.986362	FBgn0261854	aPKC	chr2R	-	14944458	14962969	0.408742	6.323228	10.149175
FBgn0033987	ckn	chr2R	+	14963292	14980795	0.018605	0.270790	0.461766	FBgn0033987	ckn	chr2R	+	14963292	14980795	0.036792	0.569171	0.913555
FBgn0033988	pcs	chr2R	+	14981263	14991336	1.857852	27.040483	46.110905	FBgn0033988	pcs	chr2R	+	14981263	14991336	1.395307	21.585361	34.645851
FBgn0050241	tRNA:Leu-AAG-1-1	chr2R	-	14984327	14984408	0.000000	0.000000	0.000000	FBgn0050241	tRNA:Leu-AAG-1-1	chr2R	-	14984327	14984408	0.000000	0.000000	0.000000
FBgn0033989	CG7639	chr2R	-	14987660	14992230	1.316249	19.157612	32.668602	FBgn0033989	CG7639	chr2R	-	14987660	14992230	0.925300	14.314366	22.975449
FBgn0033990	CG10265	chr2R	-	14992332	14993835	0.377903	5.500266	9.379353	FBgn0033990	CG10265	chr2R	-	14992332	14993835	0.384236	5.944120	9.540684
FBgn0029082	hbs	chr2R	+	15011396	15042134	0.000000	0.000000	0.000000	FBgn0029082	hbs	chr2R	+	15011396	15042134	0.000000	0.000000	0.000000
FBgn0262547	CG43101	chr2R	-	15013047	15013522	0.000000	0.000000	0.000000	FBgn0262547	CG43101	chr2R	-	15013047	15013522	0.000000	0.000000	0.000000
FBgn0043530	Obp51a	chr2R	-	15024375	15024839	0.000000	0.000000	0.000000	FBgn0043530	Obp51a	chr2R	-	15024375	15024839	0.000000	0.000000	0.000000
FBgn0266791	lncRNA:CR45256	chr2R	+	15025104	15025665	0.000000	0.000000	0.000000	FBgn0266791	lncRNA:CR45256	chr2R	+	15025104	15025665	0.000000	0.000000	0.000000
FBgn0265650	lncRNA:CR44457	chr2R	+	15091945	15092445	0.000000	0.000000	0.000000	FBgn0265650	lncRNA:CR44457	chr2R	+	15091945	15092445	0.008040	0.124379	0.199635
FBgn0015371	chn	chr2R	+	15115236	15144783	0.157791	2.296601	3.916289	FBgn0015371	chn	chr2R	+	15115236	15144783	0.089310	1.381623	2.217592
FBgn0262954	Rpb12	chr2R	-	15144968	15145519	1.677053	24.409006	41.623569	FBgn0262954	Rpb12	chr2R	-	15144968	15145519	2.705382	41.852188	67.175369
FBgn0033993	CG8089	chr2R	-	15145825	15147824	0.111000	1.615572	2.754961	FBgn0033993	CG8089	chr2R	-	15145825	15147824	0.092000	1.423237	2.284385
FBgn0033994	CG7544	chr2R	+	15147860	15149709	0.457915	6.664816	11.365208	FBgn0033994	CG7544	chr2R	+	15147860	15149709	0.180276	2.788865	4.476302
FBgn0033995	GPHR	chr2R	-	15199065	15201200	0.288202	4.194694	7.153021	FBgn0033995	GPHR	chr2R	-	15199065	15201200	0.433708	6.709451	10.769087
FBgn0033996	CG11807	chr2R	+	15201253	15204466	0.679962	9.896645	16.876297	FBgn0033996	CG11807	chr2R	+	15201253	15204466	0.631054	9.762388	15.669242
FBgn0259737	CG42391	chr2R	+	15202193	15202987	0.000000	0.000000	0.000000	FBgn0259737	CG42391	chr2R	+	15202193	15202987	0.000000	0.000000	0.000000
FBgn0033998	row	chr2R	-	15206527	15213634	1.813738	26.398417	45.016018	FBgn0033998	row	chr2R	-	15206527	15213634	1.678045	25.959311	41.666313
FBgn0050081	Ir51b	chr2R	+	15207993	15209786	0.082497	1.200719	2.047532	FBgn0050081	Ir51b	chr2R	+	15207993	15209786	0.062430	0.965790	1.550154
FBgn0034000	CG11808	chr2R	+	15216207	15217070	0.506866	7.377284	12.580145	FBgn0034000	CG11808	chr2R	+	15216207	15217070	0.508115	7.860525	12.616632
FBgn0034001	mRpL41	chr2R	-	15217024	15217617	0.745791	10.854767	18.510138	FBgn0034001	mRpL41	chr2R	-	15217024	15217617	1.212121	18.751478	30.097292
FBgn0034002	CG8079	chr2R	+	15218379	15224795	0.438014	6.375164	10.871276	FBgn0034002	CG8079	chr2R	+	15218379	15224795	0.288760	4.467109	7.169989
FBgn0001187	Hex-C	chr2R	-	15218837	15220329	0.049565	0.721404	1.230177	FBgn0001187	Hex-C	chr2R	-	15218837	15220329	0.000000	0.000000	0.000000
FBgn0259878	Fs	chr2R	-	15223560	15241589	0.020781	0.302461	0.515773	FBgn0259878	Fs	chr2R	-	15223560	15241589	0.030609	0.473520	0.760030
FBgn0265508	asRNA:CR44370	chr2R	+	15226938	15232665	0.000000	0.000000	0.000000	FBgn0265508	asRNA:CR44370	chr2R	+	15226938	15232665	0.000000	0.000000	0.000000
FBgn0286785	scb	chr2R	+	15248784	15258498	0.598278	8.707758	14.848944	FBgn0286785	scb	chr2R	+	15248784	15258498	0.389965	6.032748	9.682937
FBgn0034005	ItgaPS4	chr2R	+	15258761	15262873	0.340970	4.962717	8.462695	FBgn0034005	ItgaPS4	chr2R	+	15258761	15262873	0.241595	3.737468	5.998869
FBgn0265194	Trpm	chr2R	-	15262808	15309368	0.634717	9.238117	15.753340	FBgn0265194	Trpm	chr2R	-	15262808	15309368	0.515305	7.971754	12.795162
FBgn0265176	lncRNA:CR44241	chr2R	-	15294595	15295088	0.000000	0.000000	0.000000	FBgn0265176	lncRNA:CR44241	chr2R	-	15294595	15295088	0.000000	0.000000	0.000000
FBgn0034007	ND-51L2	chr2R	-	15296764	15298329	0.000000	0.000000	0.000000	FBgn0034007	ND-51L2	chr2R	-	15296764	15298329	0.000000	0.000000	0.000000
FBgn0034008	CG8152	chr2R	-	15309931	15311134	0.519934	7.567484	12.904487	FBgn0034008	CG8152	chr2R	-	15309931	15311134	0.457641	7.079694	11.363350
FBgn0004698	Xpc	chr2R	+	15311510	15318239	2.125880	34.549618	58.915890	FBgn0004698	Xpc	chr2R	+	15311510	15318239	2.002277	34.855690	55.945553
FBgn0034009	CG8155	chr2R	-	15317817	15322171	1.175968	17.115864	29.186903	FBgn0034009	CG8155	chr2R	-	15317817	15322171	0.815483	12.615499	20.248663
FBgn0013750	Arf51F	chr2R	+	15322501	15325490	4.038445	98.571274	168.089096	FBgn0013750	Arf51F	chr2R	+	15322501	15325490	3.432066	64.961021	104.266479
FBgn0034010	CG8157	chr2R	-	15325503	15326386	3.979369	87.844002	149.796371	FBgn0034010	CG8157	chr2R	-	15325503	15326386	1.161408	23.502525	37.723015
FBgn0034011	CG8160	chr2R	-	15327143	15328271	0.118470	1.724296	2.940363	FBgn0034011	CG8160	chr2R	-	15327143	15328271	0.169776	2.626430	4.215584
FBgn0034012	Hr51	chr2R	+	15331325	15339384	0.070369	1.024200	1.746521	FBgn0034012	Hr51	chr2R	+	15331325	15339384	0.000000	0.000000	0.000000
FBgn0034013	unc-5	chr2R	+	15340472	15368300	1.340592	19.511917	33.272785	FBgn0034013	unc-5	chr2R	+	15340472	15368300	1.642723	25.412880	40.789257
FBgn0011660	Pms2	chr2R	-	15368074	15371520	0.733882	10.681434	18.214563	FBgn0011660	Pms2	chr2R	-	15368074	15371520	0.677302	10.477843	16.817593
FBgn0265651	lncRNA:CR44458	chr2R	+	15371695	15372595	0.0	0.0	0.0	FBgn0265651	lncRNA:CR44458	chr2R	+	15371695	15372595	0.041065	0.635274	1.019655
FBgn0265652	lncRNA:CR44459	chr2R	-	15372045	15372345	0.0	0.0	0.0	FBgn0265652	lncRNA:CR44459	chr2R	-	15372045	15372345	0.000000	0.000000	0.000000
FBgn0000996	dup	chr2R	-	15376619	15380988	1.641684	25.102846	42.806736	FBgn0000996	dup	chr2R	-	15376619	15380988	1.566603	24.235306	38.899178
FBgn0286813	SRPK	chr2R	+	15380724	15387851	2.341396	34.078320	58.112209	FBgn0286813	SRPK	chr2R	+	15380724	15387851	1.867978	28.897568	46.382401
FBgn0263980	Stacl	chr2R	+	15401096	15471884	0.000000	0.000000	0.000000	FBgn0263980	Stacl	chr2R	+	15401096	15471884	0.001808	0.027970	0.044893
FBgn0266378	lncRNA:CR45020	chr2R	+	15404696	15405095	0.000000	0.000000	0.000000	FBgn0266378	lncRNA:CR45020	chr2R	+	15404696	15405095	0.000000	0.000000	0.000000
FBgn0014865	Mtk	chr2R	+	15408846	15409113	0.276119	4.018830	6.853127	FBgn0014865	Mtk	chr2R	+	15408846	15409113	0.000000	0.000000	0.000000
FBgn0050472	CG30472	chr2R	-	15423185	15424139	0.000000	0.000000	0.000000	FBgn0050472	CG30472	chr2R	-	15423185	15424139	0.000000	0.000000	0.000000
FBgn0085217	CG34188	chr2R	-	15427091	15428023	0.000000	0.000000	0.000000	FBgn0085217	CG34188	chr2R	-	15427091	15428023	0.000000	0.000000	0.000000
FBgn0034025	Pgant1	chr2R	+	15511710	15515597	1.656011	25.912479	44.187370	FBgn0034025	Pgant1	chr2R	+	15511710	15515597	1.241140	19.200401	30.817842
FBgn0019968	Khc-73	chr2R	-	15515778	15532259	1.061240	15.446032	26.339415	FBgn0019968	Khc-73	chr2R	-	15515778	15532259	1.004795	15.544150	24.949329
FBgn0050467	CG30467	chr2R	+	15538175	15540014	0.510598	7.832745	13.356822	FBgn0050467	CG30467	chr2R	+	15538175	15540014	0.883838	13.672950	21.945936
FBgn0034027	CG8187	chr2R	-	15539554	15541363	0.377491	5.494269	9.369127	FBgn0034027	CG8187	chr2R	-	15539554	15541363	0.392238	6.067911	9.739376
FBgn0267589	asRNA:CR45927	chr2R	+	15540887	15541300	0.000000	2.601566	4.436331	FBgn0267589	asRNA:CR45927	chr2R	+	15540887	15541300	0.526570	8.146024	13.074876
FBgn0022097	Vha36-1	chr2R	+	15541435	15542498	3.683271	53.608910	91.416840	FBgn0022097	Vha36-1	chr2R	+	15541435	15542498	4.242011	65.623795	105.330284
FBgn0034029	eIF2Bgamma	chr2R	+	15542661	15544409	0.782300	11.386143	19.416271	FBgn0034029	eIF2Bgamma	chr2R	+	15542661	15544409	1.660207	25.683357	41.223389
FBgn0034030	CG8192	chr2R	-	15544316	15549984	0.000000	0.000000	0.000000	FBgn0034030	CG8192	chr2R	-	15544316	15549984	0.042165	0.652291	1.046968
FBgn0034032	CG8195	chr2R	-	15562697	15565801	0.567544	8.260434	14.086142	FBgn0034032	CG8195	chr2R	-	15562697	15565801	0.192544	2.978650	4.780920
FBgn0024754	Flo1	chr2R	-	15566271	15569404	5.290164	77.504974	132.165710	FBgn0024754	Flo1	chr2R	-	15566271	15569404	3.805465	59.059452	94.794098
FBgn0050466	CG30466	chr2R	+	15568960	15573170	0.215986	3.143612	5.360658	FBgn0050466	CG30466	chr2R	+	15568960	15573170	0.066457	1.028088	1.650145
FBgn0013762	Cdk5	chr2R	-	15569528	15571417	0.756234	11.006761	18.769327	FBgn0013762	Cdk5	chr2R	-	15569528	15571417	0.653990	10.117207	16.238749
FBgn0034033	CG8204	chr2R	-	15573144	15573991	0.693878	10.099188	17.221685	FBgn0034033	CG8204	chr2R	-	15573144	15573991	0.400000	6.187989	9.932108
FBgn0260429	CG42524	chr2R	+	15613854	15657214	0.228916	3.331804	5.681574	FBgn0260429	CG42524	chr2R	+	15613854	15657214	0.030744	0.475609	0.763382
FBgn0262403	mir-278	chr2R	+	15657066	15657163	0.000000	0.000000	0.000000	FBgn0262403	mir-278	chr2R	+	15657066	15657163	0.000000	0.000000	0.000000
FBgn0023441	fus	chr2R	-	15657318	15676669	0.010155	0.147803	0.252042	FBgn0023441	fus	chr2R	-	15657318	15676669	0.010155	0.157098	0.252151
FBgn0266636	asRNA:CR45143	chr2R	+	15676441	15676845	0.000000	0.000000	0.000000	FBgn0266636	asRNA:CR45143	chr2R	+	15676441	15676845	0.000000	0.000000	0.000000
FBgn0034035	CG8207	chr2R	-	15677218	15678956	0.923175	13.436537	22.912714	FBgn0034035	CG8207	chr2R	-	15677218	15678956	0.732394	11.330115	18.185541
FBgn0262512	Vha14-1	chr2R	-	15679426	15680084	3.185129	46.358604	79.053215	FBgn0262512	Vha14-1	chr2R	-	15679426	15680084	3.239757	50.118954	80.444046
FBgn0263377	asRNA:CR43429	chr2R	-	15682569	15684933	0.000000	0.000000	0.000000	FBgn0263377	asRNA:CR43429	chr2R	-	15682569	15684933	0.000000	0.000000	0.000000
FBgn0284254	Impbeta11	chr2R	+	15682719	15687415	1.816495	26.438543	45.084446	FBgn0284254	Impbeta11	chr2R	+	15682719	15687415	1.731959	26.793360	43.005009
FBgn0050082	CG30082	chr2R	-	15685004	15686082	0.061684	0.897792	1.530964	FBgn0050082	CG30082	chr2R	-	15685004	15686082	0.000000	0.000000	0.000000
FBgn0266708	Cep89	chr2R	-	15687388	15688985	0.149697	2.178795	3.715400	FBgn0266708	Cep89	chr2R	-	15687388	15688985	0.273769	4.235199	6.797758
FBgn0050090	CG30090	chr2R	+	15689826	15691014	1.256256	18.284431	31.179609	FBgn0050090	CG30090	chr2R	+	15689826	15691014	1.555556	24.064411	38.624878
FBgn0265510	asRNA:CR44372	chr2R	-	15691054	15693887	0.0	0.0	0.0	FBgn0265510	asRNA:CR44372	chr2R	-	15691054	15693887	0.039167	0.605912	0.972527
FBgn0050088	CG30088	chr2R	+	15691113	15692216	0.0	0.0	0.0	FBgn0050088	CG30088	chr2R	+	15691113	15692216	0.000000	0.000000	0.000000
FBgn0050087	CG30087	chr2R	+	15692448	15693751	0.0	0.0	0.0	FBgn0050087	CG30087	chr2R	+	15692448	15693751	0.000000	0.000000	0.000000
FBgn0053460	CG33460	chr2R	+	15694092	15695232	9.856236	143.454590	244.626556	FBgn0053460	CG33460	chr2R	+	15694092	15695232	6.245243	96.613739	155.071075
FBgn0053461	CG33461	chr2R	+	15695386	15696478	0.171296	2.493162	4.251476	FBgn0053461	CG33461	chr2R	+	15695386	15696478	0.428241	6.624877	10.633340
FBgn0050089	CG30089	chr2R	+	15727381	15762044	0.485556	7.067123	12.051243	FBgn0050089	CG30089	chr2R	+	15727381	15762044	0.598962	9.265925	14.872389
FBgn0265991	Zasp52	chr2R	-	15762565	15817004	1.179582	17.168465	29.276602	FBgn0265991	Zasp52	chr2R	-	15762565	15817004	0.922289	14.267786	22.900686
FBgn0034046	tun	chr2R	+	15794000	15855645	1.115595	28.591709	48.756138	FBgn0034046	tun	chr2R	+	15794000	15855645	0.765107	19.213953	30.839594
FBgn0053465	CG33465	chr2R	-	15819114	15821114	0.772671	11.245996	19.177286	FBgn0053465	CG33465	chr2R	-	15819114	15821114	0.454658	7.033547	11.289281
FBgn0003130	Poxn	chr2R	-	15826693	15835055	0.000000	0.000000	0.000000	FBgn0003130	Poxn	chr2R	-	15826693	15835055	0.000000	0.000000	0.000000
FBgn0034045	CG8249	chr2R	-	15842760	15847362	0.000000	0.000000	0.000000	FBgn0034045	CG8249	chr2R	-	15842760	15847362	0.000000	0.000000	0.000000
FBgn0022160	Gpo1	chr2R	-	15857752	15862755	3.033117	44.146114	75.280357	FBgn0022160	Gpo1	chr2R	-	15857752	15862755	1.795493	27.776228	44.582577
FBgn0050085	Rif1	chr2R	-	15864309	15869147	2.332682	33.951492	57.895931	FBgn0050085	Rif1	chr2R	-	15864309	15869147	1.971336	30.496515	48.948807
FBgn0264089	sli	chr2R	-	15869495	15922118	3.506030	51.029224	87.017807	FBgn0264089	sli	chr2R	-	15869495	15922118	2.947494	45.597652	73.187073
FBgn0287602	asRNA:CR46471	chr2R	+	15894847	15903392	0.030684	0.446596	0.761561	FBgn0287602	asRNA:CR46471	chr2R	+	15894847	15903392	0.043478	0.672603	1.079571
FBgn0053463	CG33463	chr2R	-	15895829	15896563	0.000000	0.000000	0.000000	FBgn0053463	CG33463	chr2R	-	15895829	15896563	0.068140	1.054124	1.691935
FBgn0265511	lncRNA:CR44373	chr2R	+	15915995	15916795	0.000000	0.000000	0.000000	FBgn0265511	lncRNA:CR44373	chr2R	+	15915995	15916795	0.046192	0.714589	1.146960
FBgn0034049	bdg	chr2R	-	15923040	15931935	3.170109	46.139992	78.680428	FBgn0034049	bdg	chr2R	-	15923040	15931935	2.597259	40.179527	64.490646
FBgn0015247	Diap2	chr2R	-	15932170	15934825	3.984067	58.757870	100.197121	FBgn0015247	Diap2	chr2R	-	15932170	15934825	3.691190	57.102608	91.653244
FBgn0034050	bug	chr2R	+	15934825	15935938	2.508988	36.517570	62.271755	FBgn0034050	bug	chr2R	+	15934825	15935938	3.520341	54.459564	87.410995
