Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.2091	-	chr2R	+	8570499	8572147	1.254700	18.261784	31.140989
FBgn0259226	CG42326	chr2R	-	8573368	8584779	0.032971	0.479883	0.818323
FBgn0033308	CG8736	chr2R	-	8594031	8595001	0.482984	7.029688	11.987408
FBgn0033309	Lnpk	chr2R	-	8596972	8599962	1.309381	26.227573	44.724686
STRG.2092	-	chr2R	-	8597528	8599962	1.775553	25.842646	44.068287
FBgn0267792	rgr	chr2R	+	8600415	8612295	1.364750	19.863531	33.872372
FBgn0033312	CG8642	chr2R	-	8611379	8614155	0.080976	1.178582	2.009781
STRG.2093	-	chr2R	+	8600439	8609394	2.229569	32.450714	55.336723
FBgn0033313	Cirl	chr2R	+	8614722	8625203	1.836055	26.723234	45.569912
STRG.2094	-	chr2R	+	8616353	8619550	2.278718	33.166061	56.556576
STRG.2095	-	chr2R	+	8620543	8620950	2.410765	35.087967	59.833912
STRG.2096	-	chr2R	+	8621056	8623785	3.214533	46.786572	79.783005
FBgn0022027	Vps25	chr2R	+	8625451	8626180	2.345133	34.132713	58.204960
FBgn0033315	beta3GalTII	chr2R	-	8626181	8627611	0.465409	6.773890	11.551205
STRG.2097	-	chr2R	-	8626181	8627611	0.465409	6.773890	11.551205
FBgn0033316	Gle1	chr2R	+	8627900	8630186	0.920420	13.396439	22.844337
FBgn0033317	CG8635	chr2R	-	8630207	8631962	2.816794	40.997597	69.911339
STRG.2098	-	chr2R	+	8627900	8630186	0.920420	13.396439	22.844337
FBgn0003892	ptc	chr2R	+	8649649	8665223	0.754936	10.987868	18.737112
FBgn0265308	lncRNA:CR44281	chr2R	-	8650697	8651496	0.000000	0.000000	0.000000
FBgn0263120	Acsl	chr2R	+	8665813	8683022	2.243093	32.647552	55.672382
FBgn0050354	UQCR-11L	chr2R	+	8677219	8677661	0.000000	0.000000	0.000000
FBgn0050355	CG30355	chr2R	-	8679146	8679953	0.049268	0.717081	1.222806
STRG.2099	-	chr2R	+	8666733	8676608	5.393868	78.506142	133.872955
STRG.2100	-	chr2R	+	8678434	8681836	7.901625	115.005806	196.114151
FBgn0033321	CG8738	chr2R	+	8696428	8698583	0.045427	0.661176	1.127474
FBgn0043575	PGRP-SC2	chr2R	+	8716950	8717695	0.099196	1.443768	2.461992
STRG.2101	-	chr2R	+	8716950	8717695	0.099196	1.443768	2.461992
FBgn0040777	CG14767	chr2R	-	8718017	8723839	12.971061	194.100311	330.990387
FBgn0050357	CG30357	chr2R	-	8720100	8721624	0.145574	2.118786	3.613070
FBti0019009	-	chr2R	+	8722817	8723002	0.000000	0.000000	0.000000
STRG.2102	-	chr2R	-	8718017	8723839	12.971061	194.100311	330.990387
STRG.2103	-	chr2R	-	8720100	8721624	0.145574	2.118786	3.613070
FBgn0005695	gcl	chr2R	+	8724258	8728999	0.440016	6.404302	10.920964
FBgn0263463	snoRNA:gcl-a	chr2R	+	8724905	8725065	0.000000	0.000000	0.000000
FBgn0050356	CG30356	chr2R	-	8728964	8729501	0.068773	1.000970	1.706909
FBgn0086784	stmA	chr2R	-	8729502	8734304	1.138664	16.572916	28.261038
STRG.2104	-	chr2R	-	8728964	8729501	0.068773	1.000970	1.706909
STRG.2105	-	chr2R	-	8730083	8731806	1.800752	26.209410	44.693710
STRG.2106	-	chr2R	-	8732170	8733433	1.607978	23.403641	39.909164
FBgn0027585	CG8740	chr2R	+	8735810	8759590	0.026571	0.386733	0.659478
FBgn0261267	CG42615	chr2R	+	8737370	8737790	0.000000	0.000000	0.000000
FBgn0265304	lncRNA:CR44277	chr2R	-	8744045	8744376	0.000000	0.000000	0.000000
FBti0018971	-	chr2R	-	8777967	8784099	2.073675	30.181721	51.467514
STRG.2107	-	chr2R	-	8777967	8784099	2.073675	30.181721	51.467514
FBgn0024189	sns	chr2R	+	8798489	8856091	0.000782	0.011382	0.019409
FBgn0050350	CG30350	chr2R	+	8826391	8827755	0.000000	0.000000	0.000000
FBgn0011286	RyR	chr2R	+	8860364	8888097	0.013297	0.193534	0.330025
FBgn0033337	CG8272	chr2R	-	8888404	8891401	0.211127	3.072891	5.240060
FBgn0021825	DCTN2-p50	chr2R	+	8891832	8893339	5.258468	76.535446	130.512421
STRG.2108	-	chr2R	+	8891832	8893339	5.258468	76.535446	130.512421
FBgn0033339	Sec31	chr2R	+	8893613	8898798	4.802796	69.903267	119.202858
FBgn0266729	asRNA:CR45202	chr2R	-	8897820	8898275	0.000000	0.000000	0.000000
FBgn0027513	ana2	chr2R	-	8898729	8900211	1.162709	16.922884	28.857822
FBgn0033340	CG13751	chr2R	+	8900241	8900617	5.392573	78.487297	133.840805
FBgn0033341	MrgBP	chr2R	-	8900566	8901375	2.101583	30.950777	52.778954
FBgn0004921	Ggamma1	chr2R	+	8901404	8904791	2.505462	46.094990	78.603683
FBgn0284436	CCT8	chr2R	-	8904844	8906990	12.637605	183.936569	313.658661
STRG.2109	-	chr2R	+	8893645	8895147	5.547486	80.742004	137.685669
STRG.2110	-	chr2R	+	8895245	8898173	5.367891	78.128052	133.228210
STRG.2111	-	chr2R	+	8898250	8898720	1.733333	25.228146	43.020409
STRG.2112	-	chr2R	+	8900241	8900617	5.392573	78.487297	133.840805
STRG.2113	-	chr2R	-	8900566	8901375	2.101583	30.950777	52.778954
STRG.2114	-	chr2R	+	8901433	8904791	2.689898	39.150665	66.761848
STRG.2115	-	chr2R	-	8904844	8906990	12.637605	183.936569	313.658661
FBgn0050349	CG30349	chr2R	+	8907518	8910885	3.209037	46.706577	79.646599
FBgn0033344	CG8252	chr2R	-	8909432	8910349	0.080610	1.173254	2.000698
FBgn0003074	Pgi	chr2R	-	8910900	8914069	3.398781	49.468246	84.355949
STRG.2116	-	chr2R	+	8907518	8910885	3.209037	46.706577	79.646599
STRG.2117	-	chr2R	-	8909432	8910349	0.080610	1.173254	2.000698
STRG.2118	-	chr2R	-	8911062	8912258	4.109259	59.809040	101.989639
STRG.2119	-	chr2R	-	8912649	8913984	3.597617	52.362244	89.290947
FBgn0002552	lin	chr2R	+	8914524	8918234	1.510947	21.991383	37.500904
FBgn0085248	CG34219	chr2R	-	8917708	8918877	0.000000	0.000000	0.000000
FBgn0033347	CG8248	chr2R	-	8918940	8920368	0.000000	0.000000	0.000000
FBgn0033348	Spt	chr2R	-	8920270	8922755	0.540821	7.871489	13.422891
FBgn0033349	CG8243	chr2R	+	8922785	8925346	2.690871	39.164825	66.785995
STRG.2120	-	chr2R	+	8922785	8925346	2.690871	39.164825	66.785995
FBgn0033350	CG8237	chr2R	+	8925671	8926890	1.650820	24.027193	40.972477
FBgn0033351	AIMP1	chr2R	-	8927014	8928105	2.559845	37.257778	63.533997
FBgn0033352	PAN2	chr2R	+	8928169	8933103	2.422365	35.256802	60.121819
STRG.2121	-	chr2R	+	8925671	8926890	1.650820	24.027193	40.972477
STRG.2122	-	chr2R	+	8928196	8930377	2.526039	36.765743	62.694950
STRG.2123	-	chr2R	+	8930592	8930985	2.301492	33.497532	57.121815
STRG.2124	-	chr2R	+	8931117	8933053	2.658583	38.694885	65.984627
FBgn0033353	CG13749	chr2R	+	8933423	8934445	0.086957	1.265633	2.158227
FBgn0033354	FANCI	chr2R	-	8934576	8939789	0.724519	10.545159	17.982178
STRG.2125	-	chr2R	-	8936417	8937092	1.557724	22.672209	38.661884
FBgn0027607	CG8230	chr2R	-	8944298	8947344	3.562388	51.849495	88.416588
STRG.2126	-	chr2R	-	8945330	8947297	4.014730	58.433201	99.643471
FBgn0053199	CG33199	chr2R	-	8947681	8951086	1.782666	32.472370	55.373653
FBgn0033356	CG8229	chr2R	-	8948113	8951086	2.456294	49.186993	83.876335
STRG.2127	-	chr2R	-	8947681	8951086	2.066176	61.792629	105.372154
FBgn0033357	Tom7	chr2R	+	8951595	8952242	1.252319	27.674427	47.191940
FBgn0011300	babo	chr2R	+	8952339	8962796	0.683833	9.952986	16.972374
STRG.2128	-	chr2R	+	8951595	8952242	1.252319	27.674427	47.191940
STRG.2129	-	chr2R	+	8957070	8959632	1.689781	24.594259	41.939468
STRG.2130	-	chr2R	+	8959700	8960864	1.288566	18.754694	31.981525
FBgn0286782	flz	chr2R	-	8969346	8985900	0.400482	5.828896	9.939752
FBgn0265011	Np	chr2R	-	8992945	9006587	0.052443	0.763292	1.301607
FBgn0033362	CG8172	chr2R	-	9007234	9013526	0.352829	5.135322	8.757029
FBgn0033363	CG13744	chr2R	-	9014368	9017195	0.324013	4.715913	8.041831
FBgn0033364	CG13747	chr2R	+	9017815	9019032	0.426966	6.214363	10.597070
FBgn0033365	CG8170	chr2R	-	9019032	9031045	0.000000	0.000000	0.000000
FBgn0033366	Ance-4	chr2R	-	9039728	9042142	0.036355	0.529136	0.902312
FBgn0033367	PPO2	chr2R	-	9042261	9044709	20.276316	295.115753	503.247437
FBgn0033368	CG13743	chr2R	-	9044850	9060608	0.043748	0.636739	1.085802
FBgn0033369	CG8197	chr2R	-	9060461	9061924	0.000000	0.000000	0.000000
STRG.2131	-	chr2R	-	9042261	9044709	20.276316	295.115753	503.247437
FBgn0011746	ana	chr2R	+	9062295	9077554	0.010489	0.152664	0.260331
FBgn0267586	asRNA:CR45924	chr2R	-	9075158	9075951	0.000000	0.000000	0.000000
FBgn0033371	CNT1	chr2R	+	9082395	9085717	0.000000	0.000000	0.000000
FBgn0033372	CG13742	chr2R	-	9084598	9087808	0.254056	3.697709	6.305535
FBgn0010220	Dbp45A	chr2R	+	9087834	9089802	1.476647	21.492159	36.649597
FBgn0033373	CG8080	chr2R	-	9089774	9092893	1.496245	21.777401	37.136009
FBgn0033374	Boot	chr2R	-	9092506	9094658	0.206932	3.011834	5.135943
STRG.2132	-	chr2R	+	9087855	9088764	1.624843	23.649107	40.327744
STRG.2133	-	chr2R	-	9089876	9091023	1.601651	23.311552	39.752129
STRG.2134	-	chr2R	-	9091349	9092931	1.696894	24.697788	42.116013
FBgn0083124	Uhg4	chr2R	+	9095273	9097312	0.672098	9.782187	16.681116
FBgn0082981	snoRNA:Psi28S-2949	chr2R	+	9095372	9095526	0.000000	0.000000	0.000000
FBgn0086672	snoRNA:Or-aca5	chr2R	+	9095685	9095832	0.000000	0.000000	0.000000
FBgn0082928	snoRNA:Me28S-G3255a	chr2R	+	9095996	9096080	0.000000	0.000000	0.000000
FBgn0082943	snoRNA:Me28S-A982a	chr2R	+	9096237	9096313	0.000000	0.000000	0.000000
FBgn0082942	snoRNA:Me28S-A982b	chr2R	+	9096506	9096582	0.000000	0.000000	0.000000
FBgn0082927	snoRNA:Me28S-G3255b	chr2R	+	9096763	9096844	0.000000	0.000000	0.000000
FBgn0033375	CG8078	chr2R	-	9096931	9098525	0.519839	7.566102	12.902129
FBgn0086603	snoRNA:Or-CD2	chr2R	+	9097030	9097169	0.000000	0.000000	0.000000
FBgn0033376	CG8777	chr2R	+	9098539	9103153	0.407544	5.931682	10.115026
FBgn0015838	Vang	chr2R	+	9103238	9106796	2.196449	31.968662	54.514702
STRG.2135	-	chr2R	+	9100475	9100741	1.013825	14.755922	25.162601
STRG.2136	-	chr2R	+	9103238	9106796	2.196449	31.968662	54.514702
FBgn0033377	Pgm2a	chr2R	-	9107151	9109718	3.383954	49.252445	83.987946
STRG.2137	-	chr2R	-	9107151	9109718	3.383954	49.252445	83.987946
FBgn0033378	tsu	chr2R	+	9110799	9111578	5.248915	76.396393	130.275299
FBgn0033379	Mys45A	chr2R	-	9111505	9113951	1.548077	22.641485	38.609489
STRG.2138	-	chr2R	+	9110799	9111578	5.248915	76.396393	130.275299
STRG.2139	-	chr2R	-	9111505	9113951	1.548077	22.641485	38.609489
FBgn0033380	Phax	chr2R	+	9114274	9116030	1.052797	15.323146	26.129864
FBgn0003612	Su(var)2-10	chr2R	+	9116122	9122000	1.832110	26.665817	45.472000
STRG.2140	-	chr2R	+	9115399	9115983	1.635674	23.806747	40.596561
STRG.2141	-	chr2R	+	9116652	9117839	2.870070	41.773014	71.233620
STRG.2142	-	chr2R	+	9117919	9122000	4.082240	59.415787	101.319038
FBgn0033381	GstE13	chr2R	+	9122125	9123309	0.660697	11.836247	20.183815
FBgn0027561	CG18659	chr2R	-	9123304	9132030	3.125910	45.496689	77.583435
STRG.2143	-	chr2R	+	9122125	9123309	0.660697	11.836247	20.183815
STRG.2144	-	chr2R	-	9123341	9128624	3.784890	55.087944	93.938965
STRG.2145	-	chr2R	-	9131172	9131802	3.556213	51.759621	88.263321
FBgn0033382	Hydr1	chr2R	+	9132480	9135453	0.376732	5.483222	9.350288
FBgn0260972	alc	chr2R	-	9135375	9137933	2.126943	31.599247	53.884758
STRG.2146	-	chr2R	-	9135375	9137933	2.126943	31.599247	53.884758
FBgn0028955	CG8788	chr2R	+	9138486	9141981	0.059843	0.870997	1.485272
FBgn0265313	CG44286	chr2R	+	9138486	9141981	0.043068	0.626842	1.068925
FBgn0086656	shrb	chr2R	-	9142146	9143914	5.506709	80.148506	136.673599
FBgn0050342	Prp38	chr2R	+	9143956	9145151	2.045151	29.766563	50.759567
FBgn0050344	CG30344	chr2R	+	9145260	9148512	1.667909	24.275919	41.396618
STRG.2147	-	chr2R	-	9142146	9143914	5.506709	80.148506	136.673599
STRG.2148	-	chr2R	+	9143956	9145151	2.045151	29.766563	50.759567
STRG.2149	-	chr2R	+	9146667	9147046	1.745223	25.401201	43.315510
STRG.2150	-	chr2R	+	9147555	9148093	2.127882	30.970703	52.812931
FBgn0050345	CG30345	chr2R	+	9148689	9151892	0.192693	2.804589	4.782538
FBti0018883	-	chr2R	+	9151357	9157769	0.199860	2.908903	4.960420
STRG.2151	-	chr2R	+	9151357	9157769	0.199860	2.908903	4.960420
FBgn0033387	CG8008	chr2R	-	9157907	9161436	0.094250	1.371781	2.339235
FBgn0265310	lncRNA:CR44283	chr2R	+	9161484	9161998	0.194175	2.826159	4.819321
STRG.2152	-	chr2R	+	9161484	9161998	0.194175	2.826159	4.819321
FBgn0033388	CG8046	chr2R	-	9162037	9164967	0.143226	2.084612	3.554794
FBgn0033389	Rad51D	chr2R	+	9165632	9167670	0.077164	1.123099	1.915170
FBgn0259728	CG42382	chr2R	-	9166566	9167508	0.585311	8.519027	14.527109
STRG.2153	-	chr2R	-	9166566	9167508	0.585311	8.519027	14.527109
FBgn0015477	Rme-8	chr2R	-	9167763	9177261	2.596577	37.792404	64.445663
STRG.2154	-	chr2R	-	9167976	9168792	2.961715	43.106880	73.508202
STRG.2155	-	chr2R	-	9168856	9176461	2.736614	39.830601	67.921310
FBgn0002567	Rab32	chr2R	-	9177864	9186342	0.036266	0.527841	0.900103
FBgn0265311	lncRNA:CR44284	chr2R	+	9183395	9184495	0.000000	0.000000	0.000000
FBgn0033391	CG8026	chr2R	-	9186670	9192096	2.183483	32.375301	55.208134
FBgn0266486	CG45085	chr2R	-	9186670	9192096	2.228298	34.310818	58.508675
STRG.2156	-	chr2R	-	9186670	9192096	2.228298	34.780064	59.308857
FBgn0033392	CG8027	chr2R	-	9204410	9207124	0.340778	4.959922	8.457930
FBgn0262515	VhaAC45	chr2R	+	9207561	9209774	6.569300	101.621643	173.290756
STRG.2157	-	chr2R	+	9207561	9209655	6.982049	101.621643	173.290756
FBgn0010114	hig	chr2R	-	9227785	9247249	0.000000	0.000000	0.000000
FBti0061642	-	chr2R	-	9237044	9237124	0.000000	0.000000	0.000000
FBgn0033395	Cyp4p2	chr2R	+	9237512	9239831	0.000000	0.000000	0.000000
FBgn0015037	Cyp4p1	chr2R	+	9240041	9242139	0.240476	3.500057	5.968487
FBgn0033397	Cyp4p3	chr2R	+	9242320	9244410	0.088782	1.292196	2.203522
FBgn0050343	Tsen15	chr2R	+	9252021	9253255	0.000000	0.000000	0.000000
FBgn0020621	Pkn	chr2R	-	9252310	9285097	0.833235	12.127487	20.680452
FBgn0083977	CG34141	chr2R	-	9260278	9263971	0.502386	7.312078	12.468954
FBgn0266625	asRNA:CR45132	chr2R	+	9284845	9285594	0.000000	0.000000	0.000000
FBgn0033400	CG2063	chr2R	-	9285310	9286634	1.748954	25.455507	43.408112
STRG.2158	-	chr2R	-	9253043	9254407	1.680277	24.455931	41.703587
STRG.2159	-	chr2R	-	9255105	9260112	1.888711	27.489624	46.876808
STRG.2160	-	chr2R	-	9265509	9285070	1.617038	23.535505	40.134026
STRG.2161	-	chr2R	-	9285406	9286323	2.187354	31.836288	54.288967
FBgn0033401	Cog6	chr2R	+	9286827	9289026	0.709152	10.321496	17.600777
FBgn0026326	Mad1	chr2R	-	9288957	9291565	0.832718	12.119963	20.667620
STRG.2162	-	chr2R	-	9289113	9290170	1.073220	15.620398	26.636753
FBgn0028408	Drep2	chr2R	+	9291856	9302821	0.035064	0.510346	0.870270
FBgn0033402	Myd88	chr2R	-	9302823	9308722	1.413784	20.577206	35.089371
STRG.2163	-	chr2R	-	9305280	9307941	2.953959	42.993992	73.315697
FBgn0033403	CG13739	chr2R	-	9309296	9351655	0.022422	0.326346	0.556502
FBgn0033405	CG13954	chr2R	-	9309296	9389467	0.018831	0.274080	0.467375
FBgn0267578	lncRNA:CR45918	chr2R	-	9310329	9313237	0.062564	0.910600	1.552805
FBgn0262220	mir-987	chr2R	-	9313023	9313116	0.393617	5.728978	9.769365
FBtr0472802_df_nrg	-	chr2R	-	9313039	9313058	1.000000	14.554702	24.819471
FBtr0304278_df_nrg	-	chr2R	-	9313079	9313102	0.000000	0.000000	0.000000
FBgn0033404	Or45a	chr2R	+	9345349	9348863	0.000000	0.000000	0.000000
FBti0019278	-	chr2R	-	9352280	9361370	0.012947	0.188440	0.321338
FBgn0040775	CG12158	chr2R	-	9362574	9362906	0.000000	0.000000	0.000000
STRG.2164	-	chr2R	-	9310329	9313237	0.062564	0.910600	1.552805
STRG.2165	-	chr2R	-	9313023	9313116	0.393617	6.295025	10.734620
STRG.2166	-	chr2R	-	9352280	9361370	0.012947	0.188440	0.321338
FBgn0010549	l(2)03659	chr2R	+	9390165	9395281	0.291398	4.241211	7.232344
FBgn0028473	Non1	chr2R	-	9396265	9398734	50.598419	768.522949	1310.527222
STRG.2167	-	chr2R	-	9396265	9398734	50.598419	768.522949	1310.527222
FBgn0016970	l(2)k10201	chr2R	+	9399080	9399899	0.580139	11.821257	20.158251
FBgn0053774	CG33774	chr2R	-	9399753	9400329	2.331183	33.929672	57.858727
STRG.2168	-	chr2R	+	9399080	9399899	0.580139	11.821257	20.158251
FBgn0016078	wun	chr2R	-	9400531	9413463	0.750318	10.920655	18.622496
FBti0061650	-	chr2R	-	9401362	9401450	0.000000	0.000000	0.000000
STRG.2169	-	chr2R	-	9402430	9403902	1.317669	19.178280	32.703846
FBgn0041087	wun2	chr2R	+	9414342	9417846	1.782451	25.943045	44.239491
STRG.2170	-	chr2R	+	9416609	9417570	2.206762	32.118763	54.770664
FBgn0033412	CG13955	chr2R	-	9421972	9423688	0.049565	0.721404	1.230177
FBgn0033413	prel	chr2R	+	9424087	9426107	1.938065	28.207960	48.101749
STRG.2171	-	chr2R	+	9424100	9424886	2.703246	39.344940	67.093132
FBgn0017558	Pdk	chr2R	+	9426439	9434638	1.076169	15.663319	26.709946
FBgn0029092	ced-6	chr2R	-	9434669	9444937	12.903376	235.496811	401.582001
STRG.2172	-	chr2R	+	9426526	9432425	1.006415	14.648071	24.978687
STRG.2173	-	chr2R	+	9432503	9433705	1.889279	27.497892	46.890903
STRG.2174	-	chr2R	-	9434669	9441566	14.143635	235.496811	401.582001
FBgn0287478	Camta	chr2R	+	9446046	9480076	0.201945	2.939250	5.012168
FBti0061659	-	chr2R	-	9452861	9452904	0.000000	0.000000	0.000000
FBgn0053758	CG33758	chr2R	-	9453409	9454055	0.000000	0.000000	0.000000
FBgn0053757	CG33757	chr2R	-	9454297	9454948	0.275605	4.011349	6.840370
FBti0059731	-	chr2R	-	9480132	9490604	0.006359	0.092553	0.157827
FBti0059732	-	chr2R	+	9481758	9483162	0.000000	0.000000	0.000000
STRG.2175	-	chr2R	-	9480132	9490604	0.006359	0.092553	0.157827
FBgn0004360	Wnt2	chr2R	+	9494166	9503188	0.000000	0.000000	0.000000
FBgn0259246	brp	chr2R	+	9503765	9541565	0.110927	1.614509	2.753150
FBgn0033421	CG1888	chr2R	-	9541947	9548135	0.304173	12.730940	21.709492
STRG.2176	-	chr2R	-	9545172	9548135	0.655227	12.542122	21.387508
FBgn0263660	lncRNA:CR43651	chr2R	+	9552844	9553940	0.067457	0.981817	1.674247
FBgn0262447	mir-14	chr2R	+	9553762	9553824	0.000000	0.000000	0.000000
FBtr0472715_df_nrg	-	chr2R	+	9553765	9553786	0.000000	0.000000	0.000000
FBtr0304459_df_nrg	-	chr2R	+	9553802	9553823	0.000000	0.000000	0.000000
STRG.2177	-	chr2R	+	9552844	9553940	0.067457	0.981817	1.674247
FBgn0266819	asRNA:CR45281	chr2R	-	9559255	9565190	0.043632	0.635051	1.082923
FBgn0033422	Or45b	chr2R	+	9559598	9561068	0.000000	0.000000	0.000000
FBgn0033423	Alp6	chr2R	+	9561638	9563871	0.087782	1.277641	2.178703
STRG.2178	-	chr2R	-	9559255	9565190	0.043632	0.635051	1.082923
FBgn0085436	Not1	chr2R	-	9566146	9579007	7.165381	120.416283	205.340408
FBgn0033426	CG1814	chr2R	+	9577427	9581847	1.033852	15.047407	25.659660
FBgn0267990	lncRNA:CR46257	chr2R	+	9578905	9579271	0.000000	0.000000	0.000000
FBgn0033427	Smyd4-1	chr2R	-	9581761	9584545	0.211972	3.085189	5.261033
FBgn0033428	Urod	chr2R	+	9584643	9586126	2.190146	31.876925	54.358265
FBgn0033429	CG12929	chr2R	-	9586110	9586714	0.738657	11.303313	19.275024
FBgn0285949	RpL31	chr2R	+	9587193	9587989	116.744797	2406.893311	4104.365234
FBgn0261016	clos	chr2R	-	9587953	9599732	0.013165	0.191613	0.326748
FBgn0033431	CG1827	chr2R	+	9589050	9590443	1.563758	22.760031	38.811646
FBgn0010342	Map60	chr2R	+	9590867	9592744	2.095921	30.505507	52.019650
FBgn0050338	CG30338	chr2R	+	9594045	9599505	0.171319	2.493497	4.252047
FBgn0033434	CG1902	chr2R	+	9594045	9605624	2.268318	33.014694	56.298450
FBgn0050340	CG30340	chr2R	-	9599909	9601252	0.205357	2.988910	5.096852
FBgn0050339	CG30339	chr2R	-	9601431	9602901	1.615836	23.518013	40.104195
FBgn0265312	lncRNA:CR44285	chr2R	-	9605639	9605870	0.129310	1.882069	3.209406
STRG.2179	-	chr2R	-	9566145	9579007	7.787849	122.581230	209.032196
STRG.2180	-	chr2R	+	9579890	9581408	1.284566	18.696476	31.882248
STRG.2181	-	chr2R	+	9584641	9585660	2.275168	33.114391	56.468464
STRG.2182	-	chr2R	-	9586110	9586714	0.738657	11.303313	19.275024
STRG.2183	-	chr2R	+	9587193	9587989	165.367386	2406.873047	4104.331055
STRG.2184	-	chr2R	+	9589050	9590443	1.563758	22.760031	38.811646
STRG.2185	-	chr2R	+	9590867	9592744	2.095921	30.505507	52.019650
STRG.2186	-	chr2R	+	9594098	9605253	2.883898	41.974277	71.576820
STRG.2187	-	chr2R	-	9601504	9602494	1.586777	23.095066	39.382965
STRG.2188	-	chr2R	-	9605639	9605870	0.129310	1.882069	3.209406
FBgn0050000	GstT1	chr2R	+	9605988	9607184	2.056169	29.926929	51.033028
FBgn0050005	GstT2	chr2R	+	9607292	9608350	1.148816	16.720675	28.513004
FBgn0033437	CG12926	chr2R	-	9608128	9610290	0.109131	1.588369	2.708574
STRG.2189	-	chr2R	+	9605988	9607184	2.056169	29.926929	51.033028
STRG.2190	-	chr2R	+	9607257	9607947	1.759516	25.609232	43.670258
FBgn0264878	asRNA:CR44069	chr2R	+	9610464	9615617	0.217617	3.167351	5.401139
FBgn0033438	Mmp2	chr2R	-	9611139	9683858	0.952024	13.856426	23.628733
FBgn0262172	mir-307b	chr2R	+	9621234	9621353	0.000000	0.000000	0.000000
FBgn0262385	mir-307a	chr2R	-	9621251	9621338	0.000000	0.000000	0.000000
FBtr0304246_df_nrg	-	chr2R	-	9621261	9621283	0.000000	0.000000	0.000000
FBtr0304172_df_nrg	-	chr2R	+	9621265	9621286	0.000000	0.000000	0.000000
FBtr0472748_df_nrg	-	chr2R	-	9621305	9621326	0.000000	0.000000	0.000000
FBtr0304173_df_nrg	-	chr2R	+	9621306	9621326	0.000000	0.000000	0.000000
FBgn0264879	lncRNA:CR44070	chr2R	-	9636996	9637673	0.000000	0.000000	0.000000
FBgn0011921	tRNA:iMet-CAT-2-1	chr2R	+	9661225	9661296	0.000000	0.000000	0.000000
FBti0061692	-	chr2R	+	9682729	9682773	0.000000	0.000000	0.000000
STRG.2191	-	chr2R	-	9612693	9613760	2.067729	30.095181	51.319939
STRG.2192	-	chr2R	-	9615445	9683757	1.159074	17.478683	29.805603
FBgn0023143	Uba1	chr2R	-	9688289	9693328	9.223118	134.239731	228.912903
STRG.2193	-	chr2R	-	9688289	9693328	9.223118	134.239731	228.912903
FBgn0010316	dap	chr2R	+	9712321	9716256	0.809881	11.787577	20.100819
STRG.2194	-	chr2R	+	9713179	9715709	1.355574	19.729977	33.644630
FBgn0259678	sqa	chr2R	-	9716348	9748121	0.005729	0.083384	0.142191
FBti0018861	-	chr2R	+	9726669	9734162	0.572676	8.335129	14.213515
STRG.2195	-	chr2R	+	9726669	9734162	0.572676	8.335129	14.213515
FBgn0005614	trpl	chr2R	+	9753697	9765518	0.057025	0.829982	1.415330
FBgn0033442	CG1690	chr2R	-	9756293	9758068	0.000000	0.000000	0.000000
FBgn0033446	CG1648	chr2R	-	9810974	9820053	0.358281	6.028514	10.280150
FBgn0040092	lectin-46Cb	chr2R	+	9815510	9816600	0.000000	0.000000	0.000000
FBgn0040093	lectin-46Ca	chr2R	+	9817300	9818535	0.000000	0.000000	0.000000
STRG.2196	-	chr2R	-	9810974	9820053	0.371408	6.028514	10.280150
FBgn0054033	CG34033	chr2R	+	9820563	9821186	0.000000	0.000000	0.000000
FBgn0050001	CG30001	chr2R	-	9821168	9822955	0.139412	2.029100	3.460132
FBgn0033447	dila	chr2R	-	9823082	9827206	0.020099	0.292535	0.498847
FBgn0033448	hebe	chr2R	-	9828104	9836642	2.075979	35.179195	59.989479
STRG.2197	-	chr2R	-	9828104	9833572	2.417033	35.179195	59.989479
FBgn0033449	CG1663	chr2R	+	9836985	9838481	0.307158	4.470593	7.623499
FBgn0033450	Lsm11	chr2R	-	9838434	9839500	0.277413	4.037664	6.885244
STRG.2198	-	chr2R	-	9838434	9839500	0.277413	4.037664	6.885244
FBgn0033451	Marc	chr2R	+	9839776	9841163	1.398654	20.356993	34.713852
FBgn0266186	Vamp7	chr2R	-	9841080	9842502	3.531359	51.397877	87.646461
STRG.2199	-	chr2R	+	9839792	9840793	1.813927	26.401169	45.020710
STRG.2200	-	chr2R	-	9841079	9842196	4.222222	61.453182	104.793312
FBgn0033453	Sting	chr2R	+	9842686	9845512	1.225888	17.842434	30.425892
FBti0061696	-	chr2R	-	9843218	9843301	0.000000	0.000000	0.000000
FBgn0023180	Orc6	chr2R	-	9845458	9846485	0.989712	14.404963	24.564129
FBgn0023175	Prosalpha7	chr2R	-	9846636	9847836	4.121926	59.993404	102.304016
STRG.2201	-	chr2R	+	9844476	9845077	2.431670	35.392235	60.352764
STRG.2202	-	chr2R	-	9845458	9846485	0.989712	14.404963	24.564129
STRG.2203	-	chr2R	-	9846636	9847836	4.121926	59.993404	102.304016
FBgn0033454	CG1671	chr2R	+	9848061	9850642	1.408244	20.496572	34.951870
FBgn0027580	PCB	chr2R	-	9850703	9861543	1.832454	26.670822	45.480537
FBgn0265339	asRNA:CR44293	chr2R	+	9861145	9861545	0.000000	0.000000	0.000000
STRG.2204	-	chr2R	-	9850770	9852465	1.964373	28.590864	48.754700
