Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1824	-	chr2R	-	6660645	6662118	2.447424	37.861584	60.770199
STRG.1825	-	chr2R	+	6662270	6668085	1.332591	20.615149	33.088596
STRG.1826	-	chr2R	+	6669090	6670076	0.634409	9.814290	15.752547
STRG.1827	-	chr2R	+	6673604	6675061	1.490240	23.053972	37.003063
STRG.1828	-	chr2R	-	6675028	6676001	1.383260	21.398994	34.346722
FBgn0033093	CG3270	chr2R	+	6693430	6695187	0.025535	0.395026	0.634041
FBgn0259483	Mob4	chr2R	-	6695114	6696661	4.417251	68.914314	110.611778
FBgn0014009	Rab2	chr2R	+	6696739	6699469	3.735981	72.364235	116.149101
STRG.1829	-	chr2R	-	6695114	6696661	4.451910	68.870926	110.542130
STRG.1830	-	chr2R	+	6696739	6699469	3.735981	72.364235	116.149101
FBgn0033095	chk	chr2R	-	6699695	6715892	1.386293	21.445915	34.422031
FBgn0266525	CG45092	chr2R	-	6699695	6715892	1.386293	21.445915	34.422031
FBgn0263518	mir-4975	chr2R	-	6707163	6707273	0.000000	0.000000	0.000000
FBtr0309587_df_nrg	-	chr2R	-	6707227	6707247	0.000000	0.000000	0.000000
FBgn0263586	lncRNA:CR43611	chr2R	+	6707306	6708960	0.000000	0.000000	0.000000
FBti0060411	-	chr2R	+	6709698	6710017	0.000000	0.000000	0.000000
STRG.1831	-	chr2R	-	6699988	6704572	1.723021	26.655088	42.783077
FBgn0010482	l(2)01289	chr2R	-	6721101	6740672	0.003318	0.051329	0.082387
FBgn0028579	phtf	chr2R	+	6741899	6746141	0.782074	12.098663	19.419109
STRG.1832	-	chr2R	+	6744643	6745888	1.044326	16.155693	25.930895
FBgn0042083	Mccc2	chr2R	+	6746381	6748954	1.389071	21.488890	34.491009
FBti0060422	-	chr2R	+	6747064	6747143	0.000000	0.000000	0.000000
STRG.1833	-	chr2R	+	6747258	6748856	1.594560	24.667799	39.593357
FBgn0027066	Eb1	chr2R	+	6749227	6756300	3.063303	138.551590	222.383926
FBgn0033100	CG3420	chr2R	-	6756296	6757209	0.876923	13.565975	21.774235
STRG.1834	-	chr2R	+	6749227	6756037	8.904965	137.829712	221.225266
FBgn0033101	CG9436	chr2R	-	6757601	6758903	3.589409	55.528061	89.125999
STRG.1835	-	chr2R	-	6757601	6758903	3.589409	55.528061	89.125999
FBgn0085421	Epac	chr2R	-	6759715	6798941	0.019578	0.302871	0.486127
FBgn0000473	Cyp6a2	chr2R	-	6779749	6781491	0.066308	1.025783	1.646446
FBgn0014028	SdhB	chr2R	+	6807626	6809172	10.290792	159.236649	255.584747
FBgn0033104	CG15237	chr2R	-	6809044	6809766	0.976819	15.111363	24.254681
STRG.1836	-	chr2R	+	6807626	6809172	10.290792	159.236649	255.584747
STRG.1837	-	chr2R	-	6809425	6809736	1.362205	21.073275	33.823917
FBgn0022224	ubl	chr2R	-	6810011	6810530	2.315657	35.823151	57.498390
STRG.1838	-	chr2R	-	6810011	6810530	2.315657	35.823151	57.498390
FBgn0265003	koi	chr2R	+	6811019	6818199	2.094368	58.748291	94.294662
STRG.1839	-	chr2R	+	6810975	6816497	2.840959	69.336693	111.289719
FBgn0033108	CG15236	chr2R	+	6828356	6838360	0.014739	0.228012	0.365973
FBgn0085244	CG34215	chr2R	-	6831296	6831793	0.000000	0.000000	0.000000
FBgn0263517	mir-4976	chr2R	-	6835533	6835635	0.000000	0.000000	0.000000
FBtr0309585_df_nrg	-	chr2R	-	6835553	6835572	0.000000	0.000000	0.000000
FBtr0309584_df_nrg	-	chr2R	-	6835593	6835614	0.000000	0.000000	0.000000
FBgn0040674	CG9445	chr2R	-	6838074	6839055	0.000000	0.000000	0.000000
FBgn0265935	coro	chr2R	-	6862001	6872718	1.202400	51.719070	83.012337
STRG.1840	-	chr2R	-	6862001	6872718	3.332180	51.548733	82.738930
FBgn0033110	CG9447	chr2R	-	6872996	6875819	0.075978	1.175378	1.886554
FBgn0265058	asRNA:CR44169	chr2R	+	6873149	6880088	0.078171	1.209303	1.941007
FBgn0265137	Spn42Da	chr2R	-	6875906	6878927	1.456566	22.533037	36.166927
FBgn0033112	Spn42Db	chr2R	-	6879285	6880770	0.049798	0.770374	1.236498
STRG.1841	-	chr2R	-	6876321	6877166	1.706564	26.400497	42.374447
STRG.1842	-	chr2R	-	6877221	6878342	2.597353	40.180981	64.492981
STRG.1843	-	chr2R	-	6879285	6880770	0.049798	0.770374	1.236498
FBgn0033113	Spn42Dc	chr2R	+	6880995	6883407	1.379695	22.385111	35.929501
FBgn0028988	Spn42Dd	chr2R	+	6883280	6884873	0.279498	4.323827	6.940011
STRG.1844	-	chr2R	+	6881648	6883407	1.381863	21.377384	34.312031
FBgn0033115	Spn42De	chr2R	+	6885552	6888262	0.608090	9.407135	15.099039
FBgn0050158	CG30158	chr2R	+	6891760	6922613	0.000000	0.000000	0.000000
FBti0061057	-	chr2R	-	6915191	6915501	0.000000	0.000000	0.000000
FBgn0033117	CG3358	chr2R	+	6923366	6924929	0.820800	12.697754	20.380686
FBgn0053558	mim	chr2R	-	6924687	6971637	1.944681	52.880188	84.875999
FBgn0066293	CheB42b	chr2R	-	6943096	6943995	0.000000	0.000000	0.000000
FBgn0066292	CheB42c	chr2R	-	6944614	6971637	1.379624	21.342747	34.256435
FBgn0011892	tRNA:Lys-CTT-1-6	chr2R	-	6946808	6946880	0.000000	0.000000	0.000000
FBti0061058	-	chr2R	-	6947121	6947314	0.000000	0.000000	0.000000
FBgn0011893	tRNA:Lys-CTT-1-7	chr2R	-	6947738	6947810	0.000000	0.000000	0.000000
FBgn0011894	tRNA:Lys-CTT-1-8	chr2R	-	6948284	6948356	0.000000	0.000000	0.000000
FBti0061059	-	chr2R	-	6948454	6948972	0.000000	0.000000	0.000000
FBgn0011895	tRNA:Lys-CTT-1-9	chr2R	-	6949133	6949205	0.000000	0.000000	0.000000
FBgn0053348	CheB42a	chr2R	+	6949482	6950284	0.053391	0.825957	1.325713
FBgn0053349	ppk25	chr2R	+	6950385	6952158	0.016887	0.261241	0.419309
FBti0019040	-	chr2R	+	6952219	6959743	0.028359	0.438713	0.704162
STRG.1845	-	chr2R	+	6923407	6924442	1.266578	19.593925	31.449474
STRG.1846	-	chr2R	-	6926019	6971637	3.040698	47.039516	75.501350
STRG.1847	-	chr2R	+	6952219	6959743	0.028359	0.438713	0.704162
FBgn0033121	Cyp6u1	chr2R	-	6971996	6975026	0.904785	16.120407	25.874260
FBgn0050157	CG30157	chr2R	-	6974038	6975133	0.000000	0.000000	0.000000
STRG.1848	-	chr2R	-	6972112	6973929	1.042045	16.120407	25.874260
FBgn0022960	vimar	chr2R	-	6975285	6985712	1.829107	28.320707	45.456505
FBgn0265059	lncRNA:CR44170	chr2R	+	6979496	6980195	0.000000	0.000000	0.000000
FBgn0265060	lncRNA:CR44171	chr2R	-	6980395	6981195	0.000000	0.000000	0.000000
FBgn0050156	CG30156	chr2R	-	6981446	6985712	0.912515	14.116582	22.657995
STRG.1849	-	chr2R	-	6975285	6985712	1.830112	28.311783	45.442177
FBgn0033122	CG17002	chr2R	+	6986043	6988922	1.526713	23.618208	37.908695
STRG.1850	-	chr2R	+	6986043	6988922	1.526713	23.618208	37.908695
FBgn0029508	Tsp42Ea	chr2R	+	6992676	7004259	1.226513	18.974123	30.454649
FBgn0050159	CG30159	chr2R	+	6992681	6994306	1.939336	30.001474	48.154236
FBgn0042086	Tsp42Eb	chr2R	+	6998848	6999848	0.042775	0.661728	1.062115
FBgn0261856	CR42785	chr2R	+	7000154	7001696	0.000000	0.000000	0.000000
STRG.1851	-	chr2R	+	6996933	6997353	2.152124	33.293297	53.437820
STRG.1852	-	chr2R	+	7003222	7003642	2.346478	36.299953	58.263683
FBgn0050160	CG30160	chr2R	+	7005157	7006136	0.043839	0.678188	1.088534
FBgn0033124	Tsp42Ec	chr2R	+	7006442	7008622	0.072195	1.116855	1.792621
FBgn0029507	Tsp42Ed	chr2R	-	7009498	7011739	4.695513	82.784111	132.873657
STRG.1853	-	chr2R	-	7009498	7011739	4.695513	82.784111	132.873657
FBgn0029506	Tsp42Ee	chr2R	+	7012254	7018362	30.187950	650.117371	1043.478882
STRG.1854	-	chr2R	+	7012254	7018362	41.946198	648.906555	1041.535400
FBgn0033127	Tsp42Ef	chr2R	+	7025010	7028082	3.703786	57.297470	91.966011
STRG.1855	-	chr2R	+	7025010	7028082	3.703786	57.297470	91.966011
FBgn0033128	Tsp42Eg	chr2R	+	7028911	7033233	0.863636	13.360426	21.444315
FBgn0033130	Tsp42Ei	chr2R	+	7035125	7036949	0.000000	0.000000	0.000000
FBgn0053914	CG33914	chr2R	-	7036768	7039050	0.034988	0.541263	0.868761
FBgn0033132	Tsp42Ej	chr2R	+	7040136	7042762	0.163082	2.522874	4.049370
FBgn0033133	Tsp42Ek	chr2R	+	7042656	7044710	0.000000	0.000000	0.000000
FBgn0033134	Tsp42El	chr2R	+	7045769	7048538	0.825800	12.775104	20.504837
FBti0061070	-	chr2R	+	7046804	7047106	0.000000	0.000000	0.000000
STRG.1856	-	chr2R	+	7047560	7048493	1.323105	20.468399	32.853054
FBgn0016032	lbm	chr2R	+	7049238	7051964	2.296741	35.530521	57.028702
STRG.1857	-	chr2R	+	7049806	7051596	3.586158	55.477768	89.045273
FBgn0033137	Tsp42Ep	chr2R	-	7054405	7057548	0.051176	0.791691	1.270714
FBgn0033136	Tsp42Eo	chr2R	+	7054717	7056576	0.083240	1.287721	2.066872
FBgn0027558	Pgant3	chr2R	-	7057654	7061732	1.530860	23.682362	38.011669
STRG.1858	-	chr2R	-	7057751	7058606	1.596996	24.705484	39.653843
STRG.1859	-	chr2R	-	7058768	7060205	1.750246	27.076258	43.459080
STRG.1860	-	chr2R	-	7060302	7061722	1.752294	27.107939	43.509933
FBti0019974	-	chr2R	+	7139978	7141411	0.069665	1.077716	1.729801
STRG.1861	-	chr2R	+	7139978	7141411	0.069665	1.077716	1.729801
FBgn0003090	pk	chr2R	+	7150703	7223378	0.000000	0.000000	0.000000
FBgn0024293	Spn43Ab	chr2R	-	7151662	7153642	0.000000	0.000000	0.000000
FBgn0044011	Spn43Ad	chr2R	-	7153738	7155424	0.000000	0.000000	0.000000
FBgn0002930	nec	chr2R	-	7156477	7158241	0.000000	0.000000	0.000000
FBti0061089	-	chr2R	-	7163850	7163972	0.000000	0.000000	0.000000
FBgn0033149	CG11060	chr2R	+	7175886	7178290	0.000000	0.000000	0.000000
FBgn0053140	CG33140	chr2R	+	7178390	7180730	0.000000	0.000000	0.000000
FBgn0050385	CG30385	chr2R	+	7181326	7183020	0.000000	0.000000	0.000000
FBgn0050384	CG30384	chr2R	+	7182997	7185298	0.000000	0.000000	0.000000
FBti0018914	-	chr2R	-	7196627	7201336	0.016497	0.255208	0.409625
FBti0061091	-	chr2R	+	7209778	7209843	0.000000	0.000000	0.000000
FBti0019015	-	chr2R	-	7209896	7217585	0.009142	0.141426	0.226998
STRG.1862	-	chr2R	-	7196627	7201336	0.016497	0.255208	0.409625
STRG.1863	-	chr2R	-	7209896	7217585	0.009142	0.141426	0.226998
FBti0018985	-	chr2R	+	7235875	7240888	0.178796	2.765969	4.439553
STRG.1864	-	chr2R	+	7235875	7240888	0.178796	2.765969	4.439553
FBgn0026602	Ady43A	chr2R	-	7243024	7245776	0.326827	5.056005	8.115203
FBgn0033153	Gadd45	chr2R	+	7249161	7250655	1.307692	20.229959	32.470345
STRG.1865	-	chr2R	+	7249161	7250655	1.307692	20.229959	32.470345
FBti0019975	-	chr2R	-	7262242	7269237	1.043097	16.136683	25.900381
STRG.1866	-	chr2R	-	7262242	7269237	1.043097	16.136683	25.900381
FBgn0033155	Br140	chr2R	-	7272275	7278101	1.129425	17.472174	28.043928
FBgn0260991	Incenp	chr2R	+	7278467	7281795	3.906624	60.435368	97.002533
FBgn0003174	pwn	chr2R	+	7282572	7300806	0.000000	0.000000	0.000000
FBti0061093	-	chr2R	+	7301246	7301336	0.000000	0.000000	0.000000
FBti0061095	-	chr2R	-	7306020	7306128	0.000000	0.000000	0.000000
FBgn0033158	CG12164	chr2R	+	7311395	7313495	0.000000	0.000000	0.000000
FBti0061097	-	chr2R	-	7316088	7316123	0.000000	0.000000	0.000000
FBti0061105	-	chr2R	+	7317828	7317878	0.000000	0.000000	0.000000
FBgn0033159	Dscam1	chr2R	-	7317924	7381899	0.450770	6.973399	11.192741
FBgn0266622	asRNA:CR45129	chr2R	+	7325896	7335195	0.120915	1.870552	3.002352
FBgn0264880	asRNA:CR44071	chr2R	+	7343345	7343695	0.000000	0.000000	0.000000
FBti0061109	-	chr2R	+	7377346	7377390	0.000000	0.000000	0.000000
STRG.1867	-	chr2R	+	7278860	7281535	4.669840	72.263084	115.986763
STRG.1868	-	chr2R	-	7321562	7322719	1.483871	22.955444	36.844917
STRG.1869	-	chr2R	-	7322813	7323957	1.178451	18.230604	29.261257
STRG.1870	-	chr2R	-	7329289	7330596	2.713151	41.972370	67.368271
STRG.1871	-	chr2R	-	7330982	7345762	2.231624	34.523178	55.411854
STRG.1872	-	chr2R	-	7344304	7359561	1.241206	19.201424	30.819481
STRG.1873	-	chr2R	-	7364749	7368694	1.537611	23.786800	38.179298
STRG.1874	-	chr2R	-	7377562	7381881	1.441489	22.299795	35.792561
FBgn0000352	cos	chr2R	-	7382176	7387115	0.895654	13.855743	22.239330
STRG.1875	-	chr2R	-	7385641	7387081	1.167751	18.065075	28.995573
FBgn0033160	Dhx15	chr2R	+	7387187	7391023	2.448853	37.883690	60.805683
FBgn0041243	Gr43a	chr2R	-	7390869	7393161	0.024231	0.374853	0.601662
STRG.1876	-	chr2R	+	7387423	7389177	3.079466	47.639256	76.463974
STRG.1877	-	chr2R	+	7389257	7390970	2.297456	35.541584	57.046455
FBgn0283450	Glo1	chr2R	-	7393546	7395932	3.761108	63.440521	101.825981
FBti0018999	-	chr2R	+	7394148	7395130	0.000000	0.000000	0.000000
FBgn0265096	asRNA:CR44201	chr2R	+	7394996	7396194	2.187820	33.845516	54.324162
STRG.1878	-	chr2R	-	7393546	7395932	3.761108	63.440521	101.825981
STRG.1879	-	chr2R	+	7394996	7396194	2.187820	33.845516	54.324162
FBgn0033166	Eaf	chr2R	-	7396850	7407819	1.286719	19.905508	31.949581
FBgn0033164	CG11112	chr2R	+	7400743	7401482	0.000000	0.000000	0.000000
FBgn0033165	CG11113	chr2R	+	7401859	7402364	0.000000	0.000000	0.000000
FBgn0262583	CG43123	chr2R	+	7402757	7403870	0.000000	0.000000	0.000000
FBgn0262948	CG43267	chr2R	+	7404035	7404441	0.203911	3.154498	5.063165
FBgn0263529	mir-4977	chr2R	-	7406733	7406837	0.742857	11.491977	18.445341
FBtr0309614_df_nrg	-	chr2R	-	7406757	7406779	0.478261	7.398685	11.875350
FBtr0309613_df_nrg	-	chr2R	-	7406794	7406814	0.000000	0.000000	0.000000
STRG.1880	-	chr2R	-	7398337	7399466	2.642365	40.877312	65.610641
STRG.1881	-	chr2R	-	7399647	7406779	2.084103	32.241020	51.748844
STRG.1882	-	chr2R	-	7406733	7406837	0.742857	11.495366	18.450779
FBgn0003460	so	chr2R	+	7419350	7434872	0.000000	0.000000	0.000000
FBgn0265097	lncRNA:CR44202	chr2R	-	7422496	7422994	0.000000	0.000000	0.000000
FBgn0033168	CG11145	chr2R	-	7427905	7428593	0.000000	0.000000	0.000000
FBgn0265098	lncRNA:CR44203	chr2R	-	7429496	7429995	0.000000	0.000000	0.000000
FBgn0265099	lncRNA:CR44204	chr2R	-	7431696	7432496	0.000000	0.000000	0.000000
FBti0018927	-	chr2R	-	7434948	7439183	0.199813	3.091102	4.961411
FBgn0033169	CG11123	chr2R	+	7440706	7442885	1.772855	27.426033	44.020493
FBgn0033170	sPLA2	chr2R	+	7442864	7443827	0.118362	1.831057	2.938961
FBgn0050503	CG30503	chr2R	-	7443824	7445792	0.381107	5.895715	9.462990
FBgn0040513	kappaB-Ras	chr2R	-	7443824	7445792	0.368504	8.238596	13.223460
FBgn0050502	fa2h	chr2R	-	7446189	7451553	0.000000	0.000000	0.000000
FBgn0033174	CG11125	chr2R	+	7447473	7449995	0.839687	12.989935	20.849655
FBgn0266859	lncRNA:CR45320	chr2R	+	7451670	7452365	0.000000	0.000000	0.000000
FBti0061113	-	chr2R	-	7453605	7453703	0.000000	0.000000	0.000000
FBti0061114	-	chr2R	-	7453829	7453909	0.000000	0.000000	0.000000
FBgn0025885	Inos	chr2R	-	7454922	7458874	47.289024	731.559937	1174.199219
STRG.1883	-	chr2R	-	7434948	7439183	0.199813	3.091102	4.961411
STRG.1884	-	chr2R	+	7440706	7442885	1.772855	27.426033	44.020493
STRG.1885	-	chr2R	-	7443824	7445792	0.368504	8.238596	13.223460
STRG.1886	-	chr2R	-	7454922	7458874	47.289024	731.559937	1174.199219
FBti0061120	-	chr2R	+	7459446	7459731	0.000000	0.000000	0.000000
FBgn0033177	CG11141	chr2R	-	7459685	7463395	1.699343	26.288790	42.195145
FBgn0033178	CG11127	chr2R	+	7463504	7464987	4.120620	63.745876	102.316101
FBgn0033179	p47	chr2R	-	7465018	7466759	7.763268	120.097549	192.764038
FBgn0010548	Aldh-III	chr2R	-	7466879	7477162	2.340384	36.205677	58.112370
STRG.1887	-	chr2R	-	7461256	7463059	2.921676	45.198250	72.546005
STRG.1888	-	chr2R	+	7463504	7464987	4.120620	63.745876	102.316101
STRG.1889	-	chr2R	-	7465018	7466759	7.763268	120.097549	192.764038
STRG.1890	-	chr2R	-	7467482	7469281	3.407511	74.190521	119.080414
STRG.1891	-	chr2R	-	7469360	7474092	3.810659	58.950787	94.619698
FBgn0259745	wech	chr2R	-	7478853	7489823	0.987024	15.269235	24.508074
STRG.1892	-	chr2R	-	7483634	7484163	2.288461	35.402431	56.823105
FBgn0263240	Coop	chr2R	-	7490836	7492589	0.849704	13.144897	21.098381
FBgn0263967	asRNA:CR43723	chr2R	+	7492364	7493497	0.251486	4.556418	7.313334
STRG.1893	-	chr2R	+	7492364	7493497	0.251486	4.556418	7.313334
FBgn0033183	CG1620	chr2R	-	7493806	7496466	2.283019	40.337688	64.744507
STRG.1894	-	chr2R	-	7493806	7496466	2.283019	40.337688	64.744507
FBgn0015929	dpa	chr2R	-	7496702	7500145	2.353305	36.405567	58.433201
FBgn0261397	didum	chr2R	+	7500147	7508625	1.218240	18.846140	30.249229
FBgn0033184	mEFTu2	chr2R	-	7508527	7510357	1.071303	16.573029	26.600742
STRG.1895	-	chr2R	-	7496702	7500145	2.353305	36.405567	58.433201
STRG.1896	-	chr2R	+	7500329	7501694	1.917012	29.656122	47.599926
STRG.1897	-	chr2R	+	7503837	7505483	1.400393	21.664042	34.772137
STRG.1898	-	chr2R	+	7506654	7507627	1.252927	19.382746	31.110516
STRG.1899	-	chr2R	-	7508612	7509591	1.659827	26.028305	41.777054
FBgn0025185	az2	chr2R	-	7510622	7512749	0.789631	12.215570	19.606750
FBti0061511	-	chr2R	-	7513239	7514000	0.000000	0.000000	0.000000
FBgn0033185	CG1603	chr2R	-	7513846	7516390	0.293919	4.546919	7.298088
FBgn0033186	CG1602	chr2R	-	7516923	7518936	0.144135	2.229764	3.578911
FBgn0033187	PIG-G	chr2R	+	7519280	7522541	1.046408	16.187904	25.982595
FBgn0286788	Orc1	chr2R	-	7522437	7525716	0.721307	11.158600	17.910248
STRG.1900	-	chr2R	+	7520251	7520623	1.168790	18.081150	29.021372
STRG.1901	-	chr2R	-	7523333	7525415	1.041130	16.106251	25.851538
FBgn0033188	Drat	chr2R	-	7526118	7532981	1.581342	24.463316	39.265148
STRG.1902	-	chr2R	-	7526461	7527915	2.723343	42.130039	67.621346
FBgn0264294	Cyt-b5	chr2R	+	7533506	7535936	7.060711	151.339294	242.908997
FBgn0033190	Gpo2	chr2R	+	7535919	7538297	0.053804	0.832346	1.335968
FBgn0033191	CG1598	chr2R	-	7538232	7539696	2.707705	41.888123	67.233047
STRG.1903	-	chr2R	+	7533506	7535936	9.716867	150.319672	241.272430
STRG.1904	-	chr2R	+	7535919	7538297	0.053804	0.832346	1.335968
STRG.1905	-	chr2R	-	7538355	7539204	3.571429	55.249912	88.679550
FBgn0033192	Corin	chr2R	+	7540111	7564435	0.115255	1.782992	2.861813
FBti0061132	-	chr2R	-	7542850	7542893	0.000000	0.000000	0.000000
FBgn0050499	Rpe	chr2R	-	7564434	7565751	3.716038	57.487003	92.270226
FBgn0004132	boca	chr2R	-	7565873	7566738	3.039773	47.025204	75.478386
FBgn0033194	Vps13	chr2R	+	7566809	7580675	1.386841	21.454393	34.435638
FBgn0266623	asRNA:CR45130	chr2R	-	7578665	7579929	0.430392	6.658153	10.686749
FBgn0004133	blow	chr2R	-	7580488	7587079	1.641061	28.659718	46.000633
STRG.1906	-	chr2R	-	7564434	7565751	3.716038	57.487003	92.270226
STRG.1907	-	chr2R	-	7565873	7566738	3.039773	47.025204	75.478386
STRG.1908	-	chr2R	+	7570205	7572660	1.320529	20.428549	32.789093
STRG.1909	-	chr2R	+	7573031	7574129	1.158817	17.926868	28.773739
STRG.1910	-	chr2R	+	7574256	7576812	1.754505	27.142145	43.564835
STRG.1911	-	chr2R	+	7576876	7577220	1.645833	25.460991	40.866478
STRG.1912	-	chr2R	+	7577372	7580128	1.703262	29.521658	47.384102
STRG.1913	-	chr2R	-	7580488	7585485	1.789334	28.659718	46.000633
FBgn0033195	CG1360	chr2R	-	7587773	7590109	0.294821	4.560873	7.320485
FBgn0261385	scra	chr2R	+	7590119	7595242	4.778053	77.542511	124.460564
FBgn0033196	CG1358	chr2R	-	7595265	7620711	2.466239	38.152649	61.237381
FBti0018925	-	chr2R	-	7608472	7613604	0.002844	0.043997	0.070617
STRG.1914	-	chr2R	+	7590119	7595242	4.778053	77.542511	124.460564
STRG.1915	-	chr2R	-	7595345	7603503	2.921869	45.201233	72.550797
STRG.1916	-	chr2R	-	7605944	7608464	5.700582	88.187843	141.546997
STRG.1917	-	chr2R	-	7608472	7613604	0.002844	0.043997	0.070617
FBgn0265637	lncRNA:CR44444	chr2R	-	7621887	7622695	0.090235	1.395933	2.240560
STRG.1918	-	chr2R	-	7621887	7622695	0.090235	1.395933	2.240560
FBgn0263077	CG43340	chr2R	+	7623242	7651787	0.329509	5.097495	8.181798
FBgn0266624	asRNA:CR45131	chr2R	-	7631495	7635219	0.073093	1.130747	1.814919
FBgn0263046	CG43341	chr2R	+	7632841	7633880	0.000000	0.000000	0.000000
FBgn0033199	CG17985	chr2R	-	7651625	7655302	0.807978	12.499397	20.062313
FBgn0028687	Rpt1	chr2R	-	7652440	7653954	9.629043	148.961029	239.091736
FBgn0050491	CG30491	chr2R	+	7655072	7656770	0.104668	1.619211	2.598935
STRG.1919	-	chr2R	+	7626595	7635184	1.054286	16.309776	26.178207
STRG.1920	-	chr2R	+	7639703	7640047	2.318182	35.862209	57.561085
STRG.1921	-	chr2R	-	7652440	7653954	9.629043	148.961029	239.091736
FBgn0050495	CG30495	chr2R	+	7656895	7659061	0.038164	0.590396	0.947622
FBgn0033204	CG2065	chr2R	+	7663786	7665269	1.343877	20.789740	33.368828
FBgn0033205	CG2064	chr2R	+	7665828	7667343	6.774124	104.795517	168.203339
FBgn0033206	DCTN4-p62	chr2R	-	7667248	7669029	1.274610	19.718184	31.648911
STRG.1922	-	chr2R	+	7665863	7666620	6.688496	103.470856	166.077164
STRG.1923	-	chr2R	+	7666691	7667304	7.202211	111.418007	178.832840
STRG.1924	-	chr2R	-	7667248	7669029	1.274610	19.718184	31.648911
FBgn0033208	mRpL52	chr2R	-	7673721	7674400	1.910394	29.553743	47.435600
FBgn0033209	CG12107	chr2R	+	7674450	7675362	1.737852	26.884523	43.151337
FBgn0033210	U2A	chr2R	-	7675362	7676362	2.279720	35.267208	56.606064
STRG.1925	-	chr2R	-	7673747	7674165	2.866295	44.341507	71.170883
STRG.1926	-	chr2R	+	7674450	7675362	1.737852	26.884523	43.151337
STRG.1927	-	chr2R	-	7675362	7676362	2.279720	35.267208	56.606064
FBgn0033212	LRR	chr2R	-	7676540	7698902	1.611742	24.933605	40.019989
STRG.1928	-	chr2R	-	7677366	7678396	2.532292	39.174484	62.877495
STRG.1929	-	chr2R	-	7678744	7685286	2.355662	36.442028	58.491726
FBgn0050493	Coq9	chr2R	+	7699253	7703501	0.117311	1.814798	2.912864
FBgn0050496	CG30496	chr2R	+	7699500	7701878	0.542245	8.388515	13.464090
STRG.1930	-	chr2R	+	7699500	7701878	0.542245	8.388515	13.464090
FBgn0033215	Dgat2	chr2R	+	7712578	7714182	0.028352	0.438605	0.703988
FBgn0042135	Gdap2	chr2R	-	7716807	7735622	1.399156	21.644905	34.741421
STRG.1931	-	chr2R	-	7718420	7725994	2.539179	39.281029	63.048500
STRG.1932	-	chr2R	-	7727942	7728381	2.899457	44.854523	71.994301
STRG.1933	-	chr2R	-	7729024	7735607	2.560892	39.616932	63.587643
FBgn0286778	CG46385	chr2R	-	7737019	7782637	3.189348	82.176544	131.898468
FBti0061163	-	chr2R	-	7779465	7779880	2.956731	45.740551	73.416428
STRG.1934	-	chr2R	-	7737019	7782637	3.588066	82.051712	131.698120
FBgn0000337	cn	chr2R	-	7782797	7785067	0.123464	1.909985	3.065645
FBgn0266577	asRNA:CR45108	chr2R	+	7783334	7785585	0.101984	1.577690	2.532290
FBti0061138	-	chr2R	+	7785306	7785456	0.000000	0.000000	0.000000
FBgn0015614	CanB2	chr2R	+	7786010	7789053	1.795730	27.779896	44.588463
FBgn0263558	mir-4980	chr2R	+	7786322	7786443	0.000000	0.000000	0.000000
FBtr0309694_df_nrg	-	chr2R	+	7786393	7786415	0.000000	0.000000	0.000000
FBgn0033221	CG12825	chr2R	+	7789206	7789988	0.188034	2.908881	4.668935
STRG.1935	-	chr2R	+	7786035	7787524	3.831858	59.278736	95.146072
FBgn0001091	Gapdh1	chr2R	-	7791901	7793380	18.243919	282.546509	453.504730
FBgn0002891	DNApol-zeta	chr2R	+	7793625	7801044	0.716889	11.090254	17.800549
FBgn0033224	Nop17l	chr2R	-	7800785	7806385	1.453771	22.489798	36.097527
FBgn0003317	sax	chr2R	+	7806484	7810067	2.586038	40.005939	64.212021
FBgn0033225	TTLL12	chr2R	-	7810068	7812028	1.709332	26.498545	42.531818
STRG.1936	-	chr2R	-	7791901	7793380	18.243919	282.546509	453.504730
STRG.1937	-	chr2R	+	7795308	7795825	1.054825	16.318113	26.191589
STRG.1938	-	chr2R	+	7798167	7799407	1.089286	16.851225	27.047266
STRG.1939	-	chr2R	-	7802000	7804917	2.134328	33.017994	52.995941
STRG.1940	-	chr2R	+	7807070	7809181	4.094046	63.334782	101.656273
STRG.1941	-	chr2R	-	7810068	7812028	1.709332	26.498545	42.531818
FBgn0033226	puml	chr2R	+	7812504	7815486	2.192892	54.659637	87.732124
FBgn0029093	cathD	chr2R	-	7815339	7823569	32.112106	634.845154	1018.966064
FBti0018882	-	chr2R	+	7815727	7822138	0.128207	1.983359	3.183414
STRG.1942	-	chr2R	+	7812504	7815486	2.192892	54.659637	87.732124
STRG.1943	-	chr2R	+	7815727	7822138	0.128207	1.983359	3.183414
STRG.1944	-	chr2R	-	7822111	7823569	41.037251	634.845154	1018.966064
FBgn0050383	CG30383	chr2R	-	7823943	7825141	0.570393	8.823964	14.163013
FBgn0003082	phr	chr2R	+	7825289	7827319	2.610975	45.865391	73.616814
FBgn0263121	Prosalpha1	chr2R	-	7827303	7828678	9.799952	151.604980	243.335464
STRG.1945	-	chr2R	+	7825521	7827319	2.959706	45.865391	73.616814
STRG.1946	-	chr2R	-	7827303	7828678	9.799952	151.604980	243.335464
FBgn0042173	CG18853	chr2R	+	7829062	7830429	3.592405	55.574406	89.200386
